Name	Platform No.	Track No.
Włostowo	2	1
Włostowo	3	2
Włoszakowice	1	1
Włoszakowice	2	3
Włoszczowa	1	5
Włoszczowa	2	1
Włoszczowa	2	2
Włoszczowa Północ	1	4
Włoszczowa Północ	2	5
Włoszczowa Północ	2	3
Włoszczowice	1	1
Włoszczowice	1	2
Wodzisław Śląski	1	3
Wodzisław Śląski	2	1
Wodzisław Śląski	2	2
Wodzisław Śląski Centrum	1	1
Wodzisław Śląski Radlin	1	1
Wodzisław Śląski Radlin	2	2
Wojanów	1	2
Wojanów	2	1
Wojaszówka	1	1
Wojnowice Wielkopolskie	1	1
Wojnowice Wielkopolskie	2	2
Wojsław	1	1
Wojtal	1	1
Wola Bierwiecka	1	1
Wola Bierwiecka	2	2
Wola Filipowska	1	1
Wola Filipowska	2	2
Wola Lipieniecka	1	1
Wola Lipieniecka	2	2
Wola Łużańska	1	3
Wola Łużańska	1	1
Wola Radziszowska	1	1
Wola Radziszowska Lipki	1	1
Wola Rowska	1	1
Wola Rowska	2	2
Wola Rzędzińska	1	1
Wola Rzędzińska	1	3
Wola Rzędzińska	2	2
Wola Rzędzińska	2	4
Wolanów	1	3
Wolanów	1	1
Wolanów	2	2
Wolbórka	1	2
Wolbórka	1	1
Wolbrom	1	4
Wolbrom	2	2
Wolbrom	2	1
Wolbrom Zachodni	1	1
Wolbrom Zachodni	2	2
Wolenice	1	1
Wolica	2	1
Wolica	2	2
Wolin	1	2
Wolin	2	1
Wolsztyn	1	1
Wolsztyn	2	4
Wolsztyn	2	8
Wolsztyn	3	10
Wolsztyn	3	14
Wołczyn	1	1
Wołczyn	2	2
Wołomin	1	2
Wołomin	1	4
Wołomin	2	6
Wołomin Słoneczna	1	14
Wołomin Słoneczna	1	16
Wołowno	1	1
Wołów	1	2
Wołów	1	1
Worowo	1	3
Worowo	2	1
Woszczele	1	1
Wójcice	1	1
Wójcice	2	2
Wólka	1	1
Wólka	2	2
Wólka Kańska	1	1
Wólka Kańska	2	2
Wólka Niedzieliska	1	1
Wólka Okopska	1	2
Wólka Okopska	1	1
Wólka Orłowska	1	1
Wólka Plebańska	1	1
Wólka Ratowiecka	1	1
Wrocław Brochów	1	1
Wrocław Brochów	1	2
Wrocław Główny	1	1
Wrocław Główny	1	2
Wrocław Główny	2	3
Wrocław Główny	2	4
Wrocław Główny	3	5
Wrocław Główny	3	6
Wrocław Główny	4	7
Wrocław Główny	4	8
Wrocław Główny	5	10
Wrocław Główny	6	12
Wrocław Grabiszyn	1	1
Wrocław Grabiszyn	2	2
Wrocław Kowale	1	1
Wrocław Kuźniki	1	1
Wrocław Kuźniki	1	2
Wrocław Leśnica	1	5
Wrocław Leśnica	2	3
Wrocław Leśnica	2	1
Wrocław Leśnica	3	2
Wrocław Leśnica	3	4
Wrocław Mikołajów	1	3
Wrocław Mikołajów	1	1
Wrocław Mikołajów	2	2
Wrocław Mikołajów	2	4
Wrocław Muchobór	1	1
Wrocław Muchobór	2	2
Wrocław Muchobór	2	1
Wrocław Nadodrze	1	4p
Wrocław Nadodrze	2	1p
Wrocław Nadodrze	2	2p
Wrocław Nowy Dwór	1	1
Wrocław Nowy Dwór	2	2
Wrocław Osobowice	1	3
Wrocław Osobowice	1	1
Wrocław Osobowice	2	2
Wrocław Osobowice	2	4
Wrocław Partynice	1	1
Wrocław Partynice	2	1
Wrocław Popiele	1	1
Wrocław Popowice	1	31
Wrocław Popowice	1	32
Wrocław Pracze	1	1p
Wrocław Pracze	2	2p
Wrocław Psie Pole	1	2
Wrocław Psie Pole	2	1
Wrocław Różanka	1	1
Wrocław Różanka	2	2
Wrocław Sołtysowice	1	1
Wrocław Sołtysowice	2	2
Wrocław Sołtysowice	3	1
Wrocław Stadion	1	1
Wrocław Stadion	2	2
Wrocław Strachocin	1	1
Wrocław Swojczyce	1	1
Wrocław Swojczyce	1	6
Wrocław Swojczyce	2	1
Wrocław Swojczyce	2	6
Wrocław Szczepin	1	1
Wrocław Szczepin	2	2
Wrocław Świniary	1	1
Wrocław Świniary	2	2
Wrocław Wojnów	1	1
Wrocław Wojnów Wschodni	1	1
Wrocław Wojszyce	1	1
Wrocław Wojszyce	2	1
Wrocław Zachodni	1	1
Wrocław Zachodni	2	2
Wrocław Zakrzów	1	1
Wrocław Żerniki	1	1
Wrocław Żerniki	2	2
Wrocławki	1	1
Wroniawy	1	1
Wronki	1	3
Wronki	1	1
Wronki	2	2
Wronki	2	4
Wronki Zamość	1	1
Wronki Zamość	2	2
Wróblik Szlachecki	1	1
Wróblik Szlachecki	2	3
Wrząca Pomorska	1	1
Wrzeście	1	1
Wrzeście	1	3
Września	1	2
Września	1	1
Września	2	5A
Września	2	7A
Wrześnica	1	1
Wrześnica	2	3
Wrzosowo	1	2
Wrzosowo	2	1
Wrzosów	1	1
Wrzosów	2	2
Wschowa	1	3
Wschowa	2	1
Wschowa	2	2
Wudzyn	1	1
Wydartowo	1	1
Wydartowo	2	2
Wydminy	1	1
Wygoda	1	1
Wygoda	2	2
Wykno	1	1
Wykno	2	2
Wyry	2	1
Wyrzysk Osiek	1	1
Wyrzysk Osiek	2	2
Wyrzysk Osiek	2	4
Wysoczany	1	1
Wysoka Braniewska	1	1
Wysoka Kamieńska	1	9
Wysoka Kamieńska	1	5
Wysoka Kamieńska	2	1
Wysoka Kamieńska	2	2
Wyszków	1	5
Wyszków	2	5
Wyszków	2	1
Wyszków Śląski	1	1
Wyszomierz	1	1
Wyszyny	1	1
Wyszyny	2	2
Zabiele	1	1
Zabiele Wielkie	1	1
Zabierzów	1	1b
Zabierzów	1	3
Zabierzów	2	2
Zabierzów Rząska	1	1
Zabierzów Rząska	2	2
Zabieżki	1	1
Zabieżki	2	2
Zaborów	1	1
Zaborów	2	3
Zaborów Błonia	1	1
Zaborze	1	1
Zabrze	1	1
Zabrze	1	2
Zabrze Maciejów	1	1
Zabrze Maciejów	2	2
Zabrze Północne	1	1
Zabrze Północne	2	2
Zabrzeg	1	801a
Zabrzeg	2	2
Zabrzeg Czarnolesie	1	2
Zabrzeg Czarnolesie	2	1
Zaczernie	1	1
Zaczernie	2	3
Zagajnik	1	2
Zagajnik	2	1
Zagnańsk	2	1
Zagnańsk	2	2
Zagościniec	1	1
Zagościniec	2	2
Zagórz	1	4
Zagórz	2	4
Zagórz	2	2
Zagórz	3	1
Zagórze Śląskie	1	1
Zagrody	1	1
Zagrody Kościół	1	1
Zajączkowo Lubawskie	1	1
Zajączkowo Lubawskie	2	2
Zajezierce	1	1
Zajezierze koło Dęblina	1	1
Zajezierze koło Dęblina	2	1
Zajezierze koło Dęblina	2	2
Zaklików	1	3
Zaklików	1	1
Zaklików Miasto	1	1
Zakopane	1	5
Zakopane	2	1a,1c,1b
Zakopane	2	3a,3b
Zakopane	3	2
Zakopane	3	4
Zakopane	4	6
Zakrzewo Złotowskie	1	1
Zakrzów Kotowice	1	1
Zakrzów-Sarnowo	1	1
Zalesie Górne	1	1
Zalesie Górne	2	2
Zalesie Krasieńskie	1	1
Zalesie Krasieńskie	2	2
Załuż	1	1
Zamek Bulowicki	1	1
Zamość	1	1
Zamość	1	2
Zamość Starówka	1	1
Zamość Wschód	1	1
Zaosie	1	1
Zaosie	2	2
Zaręba	2	1
Zarębki	1	1
Zaręby Kościelne	1	1
Zaręby Kościelne	2	2
Zarośle	2	1
Zarszyn	2	3
Zarszyn	3	1
Zaryń	1	4
Zaryń	3	1
Zaryń	3	2
Zarzecze	1	1
Zarzecze	2	2
Zasieki	1	1
Zastocze	1	1
Zastów	1	2
Zastów	1	1
Zastów	2	4
Zator	1	1
Zator	1	2
Zator Park Rozrywki	1	1
Zator Park Rozrywki	2	2
Zawada	1	1
Zawada	1	4
Zawadówka	1	2
Zawadówka	1	1
Zawadzkie	1	1
Zawadzkie	2	1
Zawadzkie	2	2
Zawidz	1	3
Zawidz	2	1
Zawidz Kościelny	1	1
Zawiercie	1	4
Zawiercie	2	1
Zawiercie	2	2
Zawiercie	3	7
Zawiercie	3	9
Zawiercie Borowe Pole	1	1
Zawiercie Borowe Pole	2	2
Zawiercie Kądzielów	1	1
Ząbki	1	1
Ząbki	1	2
Ząbkowice Śląskie	1	2
Ząbkowice Śląskie	2	1
Ząbrowo	1	1
Ząbrowo	2	2
Zbąszynek	1	7
Zbąszynek	1	5
Zbąszynek	2	1
Zbąszynek	2a	2
Zbąszynek	3	4
Zbąszynek	3	6
Zbąszyń	1	1
Zbąszyń	2	2
Zbąszyń	3	4
Zbąszyń	3	6
Zbąszyń Przedmieście	1	1
Zblewo	1	2
Zblewo	2	1
Zbydniów	1	1
Zbydniów	1	2
Zdrody Nowe	1	1
Zdrody Nowe	2	2
Zduny	1	3
Zduny	2	1
Zduńska Wola	1	4
Zduńska Wola	2	2
Zduńska Wola	2	1
Zduńska Wola Karsznice	2	202
Zduńska Wola Karsznice	2	201
Zduńska Wola Karsznice	3	203
Zduńska Wola Karsznice	3	205
Zduńska Wola Południowa	1	2
Zdzieszowice	1	2
Zdzieszowice	2	7
Zdzieszowice	2	1
Zebrzydowa	1	2
Zebrzydowa	2	1
Zebrzydowice	1	8
Zebrzydowice	2	4
Zebrzydowice	2	6
Zebrzydowice	3	2
Zebrzydowice	3	1
Zebrzydowice	4	17
Zebrzydowice	5	19
Zebrzydowice	5	23
Zegrze Południowe	1	2
Zegrze Południowe	2	1
Zelczyna	1	1
Zelczyna	2	2
Zembrzyce	1	1
Zębice Wrocławskie	1	1
Zębice Wrocławskie	2	2
Zgierz	1	7a
Zgierz	2	5
Zgierz	2	3
Zgierz	3	1
Zgierz	3	4
Zgierz Jaracza	1	1
Zgierz Kontrewers	1	3
Zgierz Kontrewers	2	1
Zgierz Północ	1	1
Zgierz Północ	2	3
Zgierz Rudunki	1	1
Zgorzelec	1	1
Zgorzelec	2	2
Zgorzelec	3	4
Zgorzelec	4	6
Zgorzelec Miasto	1	1
Zgorzelec Miasto	2	2
Zieleń	1	2
Zieleń	2	1
Zielomyśl	1	1
Zielona Góra Główna	1	4
Zielona Góra Główna	1a	8
Zielona Góra Główna	2	1
Zielona Góra Główna	2	2
Zielona Góra Główna	3	52
Zielona Góra Nowy Kisielin	1	1
Zielona Góra Nowy Kisielin	2	2
Zielona Góra Przylep	1	1
Zielona Góra Przylep	2	2
Zielona Góra Stary Kisielin	1	2
Zielona Góra Stary Kisielin	2	1
Zielonczyn	1	1
Zielonczyn	2	2
Zielonczyn	2	4
Zielone Wzgórza	1	1
Zielonka	1	1
Zielonka	2	4
Zielonka	2	6
Zielonka Bankowa	1	1Z
Zielonka Bankowa	2	2Z
Zielonka Pasłęcka	1	1
Zielonka Pomorska	1	1
Ziemomyśl	1	1
Ziemomyśl	2	2
Ziębice	1	1
Ziębice	2	3
Zimnochy	1	1
Złocieniec	1	1
Złocieniec	1	3
Złocieniec	2	2
Złocieniec	2	4
Złojec	1	1
Złotkowo	1	1
Złotkowo	2	2
Złotniki	1	2
Złotniki	1	1
Złotniki Grzybowe	1	1
Złotniki Grzybowe	2	2
Złotniki Kujawskie	1	2
Złotniki Kujawskie	2	1
Złotniki Kujawskie	2	2
Złotniki Kutnowskie	1	1
Złotniki Kutnowskie	2	2
Złotów	1	3
Złotów	2	1
Zosinów	1	1
Zosinów	2	2
Zubrzyk	1	1
Zwardoń	1	2
Zwardoń	2	1
Zwardoń	2	3
Zwierzyn	1	1
Zwierzyn	2	2
Zwierzyniec	1	1
Zygmuntowo Mazowieckie	1	1
Zygmuntów	1	1
Zygmuntów	2	2
Żabi Róg	1	1
Żabi Róg	2	1
Żabi Róg	2	3
Żabiny	1	1
Żabiny	2	2
Żabno koło Chojnic	1	1
Żabowo	1	1
Żagań	1	3
Żagań	1	1
Żagań	2	2
Żagań	2	4
Żagań	3	12
Żagań	3	14
Żagań	5	20
Żagań	5	22
Żakowice	1	1
Żakowice	2	2
Żakowice Południowe	1	1
Żakowice Południowe	2	2
Żalno	1	1
Żalno	2	3
Żalno	2	1
Żarki-Letnisko	1	1
Żarki-Letnisko	2	2
Żarnowa	1	1
Żarów	1	2
Żarów	1	1
Żary	1	4
Żary	2	6
Żary	2	8
Żary	3	2
Żary	4	1
Żary Kunice	2	1
Żary Muzyków	1	1
Żednia	2	1
Żegiestów	1	5
Żegiestów	2	1
Żegiestów-Zdrój	1	1
Żelisławice	1	4
Żelisławice	2	2
Żelisławice	2	4
Żelisławice	3	1
Żelisławice	3	2
Żelisławie Pomorskie	1	1
Żelisławie Pomorskie	2	2
Żelistrzewo	1	1
Żerków	1	1
Żerków	2	2
Żędowice	1	1
Żędowice	2	2
Żmigród	1	1
Żmigród	2	2
Żmigród	2	4
Żory	1	1
Żory	2	5
Żory	2	9
Żółtnica	2	1
Żółwino	1	1
Żórawina	1	1
Żórawina	2	2
Żugienie	1	1
Żukowo Zachodnie	1	1
Żulin	1	1
Żurawica Osobowa	1	203
Żurawica Rozrządowa	1	1
Żurawica Rozrządowa	2	2
Żurawnica	1	1
Żychlin	1	2
Żychlin	2	3
Żychlin	2	1
Życzyn	1	3a
Życzyn	2	2
Życzyn	2	1
Żydowo	1	2
Żydowo	2	1
Żyrardów	1	1
Żyrardów	2	4
Żyrardów	2	2
Żytkowice	1	1
Żytkowice	2	2
Żytkowice	2	4
Żywiec	1	8
Żywiec	2	2
Żywiec	2	6
Żywiec	3	1
Żywiec	3	5
Żywiec Sporysz	1	1
Żywiec Sporysz	1	3
